PlotNumber,SiteUnit1,SiteUnit2,SiteUnit3,SiteUnit4,SiteUnit5,SiteUnit6,SiteUnit7,SiteUnit8,SiteUnit9,SiteUnit10,SiteUnit
BTF23,,,,,,,,,,,SBS dk   /06 $5M AtSx - Thimbleberry - Oakfern
CL00011,,,,,,,,,,,SBS dk   /Wm01
CL00012,,,,,,,,,,,SBS dk   /Wf02
CL00013,,,,,,,,,,,SBS dk   /Wm01
CL00014,,,,,,,,,,,SBS dk   /Wm01
CL00015,,,,,,,,,,,SBS dk   /Ws04
CL00022,,,,,,,,,,,SBS dk   /Wf02
CL00023,,,,,,,,,,,SBS dk   /Wf02
CL00024,,,,,,,,,,,SBS dk   /Wf02
CL00031,,,,,,,,,,,SBS dk   /Wm01
CL00032,,,,,,,,,,,SBS dk   /Wf02
CL00033,,,,,,,,,,,SBS dk   /Wf02
CL00035,,,,,,,,,,,SBS dk   /Ws04
CL00041,,,,,,,,,,,SBS dk   /Ws04
CL00042,,,,,,,,,,,SBS dk   /Wm01
CL00043,,,,,,,,,,,SBS dk   /Wf02
CL00044,,,,,,,,,,,SBS dk   /Wf02
CL00045,,,,,,,,,,,SBS dk   /Wb01
CL00051,,,,,,,,,,,SBS dk   /Wf02
CL00052,,,,,,,,,,,SBS dk   /Wf02
CL00053,,,,,,,,,,,SBS dk   /Wf02
CL00054,,,,,,,,,,,SBS dk   /Wf02
CL00055,,,,,,,,,,,SBS dk   /Wb01
CL00061,,,,,,,,,,,SBS dk   /Ws04
CL00062,,,,,,,,,,,SBS dk   /Ws04
CL00063,,,,,,,,,,,SBS dk   /Ws04
CL00064,,,,,,,,,,,SBS dk   /Wf02
CL00065,,,,,,,,,,,SBS dk   /Wf02
Mor0a01,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0a03,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0a83,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0a84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0a85,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0a86,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0a87,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0a89,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0a92,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0b01,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0b03,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0b83,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0b84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0b85,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0b86,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0b87,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0b89,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0b92,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0c01,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Cowparsnip
Mor0c03,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Cowparsnip
Mor0c83,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0c84,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0c85,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0c86,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0c87,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0c89,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0c92,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0d01,,,,,,,,,,,SBS dk   /06-01 $3aB Raspberry - Peavine (pioneer seral)
Mor0d03,,,,,,,,,,,SBS dk   /06-01 $3aB Raspberry - Peavine (pioneer seral)
Mor0d83,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor0d84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0d85,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0d86,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0d87,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Cowparsnip
Mor0d89,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Cowparsnip
Mor0d92,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Cowparsnip
Mor0e01,,,,,,,,,,,SBS dk   /01-06 $5B At - Peavine
Mor0e03,,,,,,,,,,,SBS dk   /01-06 $5B At - Peavine
Mor0e83,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0e84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor0e85,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Cowparsnip
Mor0e86,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Horsetail
Mor0e87,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Cowparsnip
Mor0e89,,,,,,,,,,,SBS dk   /07 $3aB Thimbleberry - Cowparsnip
Mor0e92,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor1a83,,,,,,,,,,,SBS dk   /06-01 $3aB Raspberry - Peavine (pioneer seral)
Mor1a84,,,,,,,,,,,SBS dk   /06-01 $3aB Raspberry - Peavine (pioneer seral)
Mor1a85,,,,,,,,,,,SBS dk   /06-01 $3aB Raspberry - Peavine (pioneer seral)
Mor1a86,,,,,,,,,,,SBS dk   /06-01 $3aB Raspberry - Peavine (pioneer seral)
Mor1a87,,,,,,,,,,,SBS dk   /06-01 $3aB Raspberry - Peavine (pioneer seral)
Mor1a89,,,,,,,,,,,SBS dk   /06-01 $3aB Raspberry - Peavine (pioneer seral)
Mor1b83,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor1b84,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor1b85,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor1b86,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor1b87,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor1b89,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor1c83,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor1c84,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor1c85,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor1c86,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor1c87,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor1c89,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor1d83,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor1d84,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor1d85,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor1d86,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor1d87,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor1d89,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor1e83,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor1e84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor1e85,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor1e86,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor1e87,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor1e89,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor2a83,,,,,,,,,,,SBS dk   /01 $3a Rose - Fireweed
Mor2a84,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor2a85,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor2a86,,,,,,,,,,,SBS dk   /01 $3a Rose - Fireweed
Mor2a87,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2a89,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2a92,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2b83,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2b84,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2b85,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2b86,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2b87,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2b89,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Linnbor - Haircap moss
Mor2b92,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Linnbor - Haircap moss
Mor2c83,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2c84,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor2c85,,,,,,,,,,,SBS dk   /$2 Horsetail - Bryum
Mor2c86,,,,,,,,,,,SBS dk   /$2 Horsetail - Bryum
Mor2c87,,,,,,,,,,,SBS dk   /$2 Horsetail - Bryum
Mor2c89,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor2c92,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Linnbor - Haircap moss
Mor2d83,,,,,,,,,,,SBS dk   /01 $3a Rose - Fireweed
Mor2d84,,,,,,,,,,,SBS dk   /$2 Horsetail - Bryum
Mor2d85,,,,,,,,,,,SBS dk   /$2 Horsetail - Bryum
Mor2d86,,,,,,,,,,,SBS dk   /$2 Horsetail - Bryum
Mor2d87,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2d89,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor2d92,,,,,,,,,,,SBS dk   /01-06 $5B At - Peavine
Mor2e83,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor2e84,,,,,,,,,,,SBS dk   /$2 Horsetail - Bryum
Mor2e85,,,,,,,,,,,SBS dk   /$2 Horsetail - Bryum
Mor2e86,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor3a01,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor3a87,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor3a89,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor3a92,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor3b01,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor3b84,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor3b85,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor3b86,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor3b87,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor3b89,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor3b92,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor3c85,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor3d84,,,,,,,,,,,SBS dk   /$2 Fireweed - Bunchberry
Mor3d87,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor3d89,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor3e84,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor3e85,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor3e86,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor3e87,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor3e89,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor4a01,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Linnbor - Haircap moss
Mor4a83,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor4a84,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor4a85,,,,,,,,,,,SBS dk   /01 $3a Rose - Fireweed
Mor4a86,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Linnbor - Haircap moss
Mor4a87,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor4a89,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Linnbor - Haircap moss
Mor4a92,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Linnbor - Haircap moss
Mor4b01,,,,,,,,,,,SBS dk   /05-03 $3b Pine - Soopolallie - Kinnikinnick (early seral)
Mor4b83,,,,,,,,,,,SBS dk   /01 $3a Rose - Fireweed
Mor4b84,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Soopolallie - Bryum
Mor4b85,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Soopolallie - Bryum
Mor4b86,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Soopolallie - Bryum
Mor4b87,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Soopolallie - Bryum
Mor4b89,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Soopolallie - Bryum
Mor4c01,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Mor4c83,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor4c84,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor4c85,,,,,,,,,,,SBS dk   /01 $3a Rose - Fireweed
Mor4c86,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Soopolallie - Bryum
Mor4c87,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Soopolallie - Bryum
Mor4c89,,,,,,,,,,,SBS dk   /01-05 $3aB Rose - Linnbor - Haircap moss
Mor4c92,,,,,,,,,,,SBS dk   /05-03 $3b Pine - Soopolallie - Kinnikinnick (early seral)
Mor4d01,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Mor4d83,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor4d84,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor4d85,,,,,,,,,,,SBS dk   /01 $3a Rose - Fireweed
Mor4d86,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor4d87,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor4d89,,,,,,,,,,,SBS dk   /01-05 $3b Pine - Spirea - Fireweed (plantation)
Mor4d92,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Mor4e83,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor4e84,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor4e85,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor4e86,,,,,,,,,,,SBS dk   /01 $3a Rose - Bunchberry - Fireweed
Mor4e87,,,,,,,,,,,SBS dk   /01 $3a Rose - Fireweed
Mor4e89,,,,,,,,,,,SBS dk   /01-05 $3b Pine - Spirea - Fireweed (plantation)
Mor4e92,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Mor5a03,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor5a83,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5a84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5a85,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5a86,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5a87,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5a89,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5a92,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5b03,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor5b83,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5b84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5b85,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5b86,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5b87,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5b89,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5b92,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5c03,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor5c83,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5c84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5c85,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5c86,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5c87,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5c89,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5c92,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5d03,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Peavine
Mor5d83,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5d84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5d85,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5d86,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5d87,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5d89,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5d92,,,,,,,,,,,SBS dk   /06-05 $3aB Thimbleberry - Showy aster
Mor5e03,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor5e83,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5e84,,,,,,,,,,,SBS dk   /01-05-07 $3aB Thimbleberry - Fireweed
Mor5e85,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor5e86,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor5e87,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor5e89,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor5e92,,,,,,,,,,,SBS dk   /01-06 $3bB Aspen -Thimbleberry - Showy aster (shrub)
Mor6a83,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
mor6a84,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor6a85,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor6a86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor6a87,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor6a89,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor6b83,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6b84,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor6b85,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6b86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor6b87,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor6b89,,,,,,,,,,,SBS dk   /01 $3 Pine - Spirea - Bluejoint (young)
Mor6b92,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Mor6c83,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6c84,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor6c85,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor6c86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor6c87,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor6c89,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6d83,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor6d84,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6d85,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6d86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6d87,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6d89,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6d92,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6e83,,,,,,,,,,,SBS dk   /$2 Becknells  Geranium
Mor6e84,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6e85,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor6e86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6e87,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor6e89,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor7b83,,,,,,,,,,,SBS dk   /01 $5 Pl - Rose - Feathermoss (young climax)
Mor7d01,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor7d03,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor7e01,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor7e03,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor7e85,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor7e86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor7e87,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor7e89,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor7e92,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor8a83,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8a84,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8a85,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8a86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8a87,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8a89,,,,,,,,,,,SBS dk   /01 $3 Pine - Spirea - Bluejoint (young)
Mor8a92,,,,,,,,,,,SBS dk   /01 $4 Pine - Spirea - Twinflower (seral)
Mor8b83,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8b84,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8b85,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8b86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8b87,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8b89,,,,,,,,,,,SBS dk   /07 $3aB Rose - Western fescue
Mor8b92,,,,,,,,,,,SBS dk   /01 $3a Spirea - Highbush Cranberry - Bunchberry
Mor8c83,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8c84,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8c85,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8c86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8c87,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8c89,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8c92,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8d83,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8d84,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8d85,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8d86,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8d87,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8d89,,,,,,,,,,,SBS dk   /01 $3 Pine - Spirea - Bluejoint (young)
Mor8e83,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8e84,,,,,,,,,,,SBS dk   /01$3a Spirea - Rose - Peavine
Mor8e85,,,,,,,,,,,SBS dk   /01 $3a Spirea - Rose - Bluejoint
Mor8e86,,,,,,,,,,,SBS dk   /01 $3 Pine - Spirea - Bluejoint (young)
Mor8e87,,,,,,,,,,,SBS dk   /01 $3 Pine - Spirea - Bluejoint (young)
Mor8e89,,,,,,,,,,,SBS dk   /01 $3 Pine - Spirea - Bluejoint (young)
Mor8e92,,,,,,,,,,,SBS dk   /01-05 $3b Pine - Spirea - Fireweed (plantation)
Mor9a01,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9a03,,,,,,,,,,,SBS dk   /10 $3bB Mountain Alder - Horsetail - Bluejoint
Mor9a84,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9a85,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9a86,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
Mor9a87,,,,,,,,,,,SBS dk   /07 $3aB Rose - Black twinberry - Horsetail
